koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_steff,koi_srad,koi_kepmag
CONFIRMED,3.855603916,170.6787843,3.2179,1.67E+04,13.61,1173.9,6033,1.046,15.272
FALSE POSITIVE,3.855599139,170.67957,3.183,1.03E+03,3.57,90.1,5936,0.965,15.054
CONFIRMED,38.47876629,151.852812,5.04169,2.35E+04,13.26,1077.8,5510,0.879,13.779
FALSE POSITIVE,37.60166128,194.713383,8.30604,5.91E+04,27.22,1667.3,6140,1.096,15.505
CONFIRMED,3.314947362,171.313058,1.8007,1.40E+03,3.94,123.5,5609,0.944,15.142
FALSE POSITIVE,6.71969089,173.35776,3.0231,9.70E+02,4.37,45.4,5931,0.866,15.172
CONFIRMED,39.6431552,206.596798,6.5292,1.57E+04,10.98,690.3,5231,0.9,15.011
FALSE POSITIVE,51.42598578,173.535933,16.9422,6.61E+04,29.66,1843.8,6257,1.147,15.631
CONFIRMED,21.80451611,190.49737,3.4097,1.14E+03,2.6,49.9,5481,0.708,15.067
CONFIRMED,10.28194593,175.33988,3.4366,1.11E+03,2.53,55,5196,0.775,15.532
CONFIRMED,18.11993039,182.61535,4.2309,1.51E+03,2.95,60.7,5196,0.775,15.532
CONFIRMED,3.78402867,133.28133,1.9012,4.26E+02,1.7,25.6,5196,0.775,15.532
CONFIRMED,5.15448142,171.6389,3.228,6.98E+02,2.94,48.1,5431,0.884,15.365
FALSE POSITIVE,33.80364366,202.259731,11.4813,1.35E+04,20.7,529.9,5855,1.796,13.109
CONFIRMED,5.743469797,174.898924,3.4412,1.24E+03,3.13,79.7,5897,0.891,15.543
CANDIDATE,39.4759093,173.31207,2.968,1.01E+03,4.06,26.6,6225,1.031,15.229
FALSE POSITIVE,19.97448524,171.6300909,4.23479,4.03E+04,26.56,1398.8,6108,0.997,15.217
CONFIRMED,3.166353562,170.966145,3.3129,1.47E+03,3.82,128.3,6007,0.998,15.603
FALSE POSITIVE,23.89963441,188.982797,3.81881,2.10E+04,44.04,547.8,6192,0.924,15.453
CONFIRMED,3.388012244,170.5336,2.6849,2.80E+02,2.11,30.6,5553,1.25,15.065
CONFIRMED,5.83909761,132.09261,3.1915,2.74E+02,2.06,25.2,5553,1.25,15.065
CONFIRMED,1.620467654,132.06388,2.1888,1.60E+02,1.57,22.7,5553,1.25,15.065
CONFIRMED,10.6816951,131.55082,3.605,3.08E+02,2.3,21.9,5553,1.25,15.065
CONFIRMED,6.104849417,169.573477,4.6912,2.09E+03,3.18,293.7,5085,0.712,15.017
CONFIRMED,3.578780566,134.0304187,2.91089,1.14E+04,10.43,1838.4,5524,0.994,13.938
FALSE POSITIVE,3.187067566,171.64976,3.119,1.04E+03,23.88,37.2,5450,0.811,15.653
CONFIRMED,5.826657508,173.011411,2.9183,1.54E+03,4.09,81.1,5561,1.06,15.843
CONFIRMED,12.41216347,142.54039,3.739,6.11E+02,2.58,25.6,5561,1.06,15.843
CONFIRMED,18.74649011,147.13074,3.895,7.97E+02,3.05,26.7,5561,1.06,15.843
CONFIRMED,20.86021229,180.017757,5.1937,1.91E+03,5.5,117,6035,1.257,15.237
CONFIRMED,42.63427848,141.16954,6.1998,1.72E+03,5.22,78.7,6035,1.257,15.237
CONFIRMED,87.6476068,134.94222,8.871,1.01E+03,4,37.5,6035,1.257,15.237
CANDIDATE,9.61731426,142.47479,3.8692,2.34E+02,1.94,18.2,6035,1.257,15.237
CONFIRMED,9.467821474,178.415842,2.4327,2.24E+03,2.13,124.7,3582,0.458,15.073
CONFIRMED,0.893040969,134.540342,1.0981,7.42E+02,1.24,87.8,3582,0.458,15.073
CONFIRMED,4.942783419,136.3294353,3.25346,1.11E+04,10.62,2040.7,5514,0.978,13.758
CONFIRMED,20.83426731,176.58569,4.0454,9.88E+02,2.74,45.1,5537,0.88,15.412
CONFIRMED,9.94602357,171.70192,3.3862,9.95E+02,3.12,51,5344,1.013,15.596
CONFIRMED,1.04562195,133.91912,1.8955,2.13E+02,1.45,25.3,5344,1.013,15.596
CONFIRMED,5.71462396,132.63866,2.336,2.98E+02,1.78,16.7,5344,1.013,15.596
FALSE POSITIVE,102.9641952,158.07473,15.735,1.90E+03,39,86.1,5047,7.119,13.608
CONFIRMED,8.14515981,140.56811,5.073,4.47E+02,3.43,32.2,5896,1.24,14.925
CONFIRMED,18.9985279,144.74157,4.529,4.31E+02,43.17,16.9,5896,1.24,14.925
CONFIRMED,4.24439049,137.06643,3.282,1.74E+02,2.07,15.1,5896,1.24,14.925
CANDIDATE,90.1240507,356.23415,11.649,3.02E+03,7.12,57.9,6520,1.215,14.96
CONFIRMED,28.5742692,143.8315,4.9427,8.25E+02,2.32,97.1,5551,0.812,13.771
CANDIDATE,856.672115,228.44988,23.144,8.58E+02,3.87,39.2,6449,1.309,13.997
CANDIDATE,0.689210173,133.28584,1.6169,1.95E+02,1.32,93.4,5630,0.954,13.248
CONFIRMED,7.34373964,137.29874,1.1784,5.74E+02,1.84,32.2,5757,0.762,14.657
FALSE POSITIVE,0.445277068,133.52312,3.539,1.87E+02,35.74,28.9,6167,1.064,15.343
FALSE POSITIVE,0.379463865,170.2480164,0.86896,1.97E+03,59.56,458.6,5075,1.783,13.787
FALSE POSITIVE,9.88047978,173.608672,2.78458,1.85E+04,23.6,534.5,6113,0.917,15.212
FALSE POSITIVE,4.6484156,261.09395,38.1939,1.28E+02,5.06,91.7,6980,3.482,10.963
FALSE POSITIVE,17.51201477,174.282592,1.8248,4.51E+03,13.66,322.3,6224,1.132,12.336
CANDIDATE,3.9886021,171.01852,1.7376,6.74E+02,34.39,37.1,4813,13.652,6.974
CANDIDATE,0.533059312,171.2274419,1.8621,1.50E+03,133.56,179.6,8523,4.051,7.748
FALSE POSITIVE,0.525154153,133.744359,2.1441,7.48E+02,23.61,116.1,5582,0.846,15.058
FALSE POSITIVE,1.303861044,134.212059,4.0541,5.98E+02,27.85,140.6,5758,0.902,13.555
FALSE POSITIVE,0.73452496,133.43108,6.7,,,,,,13.22
FALSE POSITIVE,2.55549176,134.50078,9.083,1.14E+02,23.35,24.3,5948,0.901,14.554
FALSE POSITIVE,2.947376671,171.522978,2.0911,4.33E+02,403.59,62.3,8090,2.234,10.47
CONFIRMED,224.7789355,142.095338,11.1899,3.49E+03,7.67,235.7,5873,1.235,13.492
FALSE POSITIVE,0.890110752,133.2647,0.8774,3.22E+02,1.25,19.6,4768,0.711,15.723
FALSE POSITIVE,5.76573396,133.30941,2.924,2.48E+02,7.47,22.2,5772,4.434,14.313
CONFIRMED,7.42608123,139.90039,3.6379,4.43E+02,2.47,37.5,6049,1.176,14.818
CONFIRMED,15.9868932,137.5964,4.158,1.79E+02,1.62,10.9,6049,1.176,14.818
FALSE POSITIVE,0.73094589,133.68876,4.32,2.50E+02,17.12,37.5,5901,0.848,15.401
CONFIRMED,18.92537246,149.49558,3.9835,6.41E+02,13.92,41,4941,4.885,14.604
FALSE POSITIVE,0.933749106,134.31831,4.256,1.86E+02,3.22,136.3,6215,2.188,13.079
FALSE POSITIVE,2.037440623,133.59962,3.442,1.19E+02,1.19,27,6253,1.015,14.187
CANDIDATE,129995.7784,393.59962,9.408,1.47E+03,2.99,35.7,4500,0.726,13.447
CONFIRMED,31.5925809,142.9649,13.566,1.45E+02,1.78,25.5,5676,1.487,13.29
CONFIRMED,17.157236,133.68951,11.284,1.10E+02,1.55,23.6,5676,1.487,13.29
CONFIRMED,1.97376085,178.6894194,1.82542,3.02E+04,8.78,1252.5,3807,0.503,15.715
CANDIDATE,13.11896244,261.539434,4.3045,3.72E+02,8.25,267.4,7221,4.24,9.275
FALSE POSITIVE,4.618767792,133.386535,5.9957,4.40E+03,7.48,270.1,6013,1.033,13.652
CANDIDATE,7.82187328,123.49907,3.8417,4.22E+01,2.78,37.2,7221,4.24,9.275
CANDIDATE,53.5057611,172.98304,10.5616,1.96E+02,2.52,71.2,6247,1.762,9.582
CONFIRMED,2.785821236,260.83731,3.5599,6.89E+01,1.69,53.6,6202,1.733,8.224
FALSE POSITIVE,52.56901867,184.971267,6.7507,2.69E+04,78.54,184.3,7240,1.717,9.729
FALSE POSITIVE,3.411758679,133.18086,3.158,5.71E+02,14.71,35.6,3995,0.561,15.258
FALSE POSITIVE,0.525426427,133.187901,1.0801,3.25E+02,1.45,63.6,5791,0.802,14.797
CONFIRMED,1.269091415,133.343682,1.4647,3.41E+02,1.41,73.5,5041,0.766,13.999
CONFIRMED,2.853133997,133.79678,1.465,2.77E+02,1.36,39.7,5041,0.766,13.999
CONFIRMED,6.79685353,138.11324,3.1702,3.93E+02,2.01,29.8,6061,0.97,15.391
FALSE POSITIVE,8.667822346,137.341841,4.9658,2.12E+03,67.37,187.6,6266,1.889,13.03
CONFIRMED,1.475323222,131.83272,2.3155,1.55E+02,5.88,27.2,4941,4.885,14.604
CONFIRMED,4.15246118,134.57991,2.5755,2.23E+02,7.62,24.5,4941,4.885,14.604
FALSE POSITIVE,6.7210783,134.7775984,7.46,,,,,,14.792
CONFIRMED,8.7348852,135.0818,4.49,2.71E+02,1.59,24.8,5982,0.96,14.794
FALSE POSITIVE,10.26547688,136.49663,3.733,4.00E+02,1.81,20.1,5699,0.853,15.212
CANDIDATE,13.4471791,132.830555,3.0454,1.43E+03,5.24,105.3,6276,1.041,14
FALSE POSITIVE,3.305577989,180.68154,2.5903,1.80E+04,25.89,39.6,5534,0.707,15.537
FALSE POSITIVE,4.800653901,134.365782,9.0419,1.53E+04,16.91,298,6715,1.241,13.32
FALSE POSITIVE,15.06649901,140.654788,5.9885,3.63E+04,56.44,154.6,5751,1.626,13.855
FALSE POSITIVE,34.82008158,163.015559,11.1711,1.88E+04,11.36,882.6,5114,0.784,15.187
FALSE POSITIVE,0.651784374,133.111707,2.0141,2.78E+03,33.65,195.2,5555,1.061,14.997
FALSE POSITIVE,1.353771892,261.43662,7.012,1.35E+03,430.99,76.7,4283,15.76,10.523
FALSE POSITIVE,18.95491633,262.46677,24.249,8.68E+02,71.39,249.3,6362,2.534,10.988
FALSE POSITIVE,4.348866254,262.72768,3.2797,6.26E+02,2436.69,56.3,3598,101.451,10.68
FALSE POSITIVE,47.93094546,179.096467,2.6897,2.14E+03,68.02,221.1,8214,1.938,10.376
FALSE POSITIVE,3.99751422,261.7243,3.686,3.28E+01,2.98,6.1,5066,5.324,10.733
FALSE POSITIVE,1.592633181,133.9243804,5.5605,6.33E+02,1.56,66.9,4506,0.651,15.47
CONFIRMED,67.5923754,151.75056,12.249,4.16E+03,12.1,60.9,6038,1.744,13.675
CONFIRMED,17.02902786,143.33395,4.645,5.69E+02,2.54,29.8,5839,1.067,15.381
CONFIRMED,6.84619236,132.17265,3.529,2.47E+02,1.67,17.7,5839,1.067,15.381
CONFIRMED,67.8321638,125.881,7.358,5.08E+02,2.39,15.5,5839,1.067,15.381
CONFIRMED,43.1312147,166.26105,3.198,4.48E+02,2.39,11.8,5839,1.067,15.381
CONFIRMED,1.224866441,133.20824,1.7086,1.96E+02,1.54,21.1,5553,1.107,15.376
CONFIRMED,37.8102649,158.35799,8.733,5.70E+02,2.33,35.2,6085,0.973,14.633
CONFIRMED,25.93406406,149.76273,4.6142,4.15E+02,2.48,42.2,5952,1.225,13.703
CONFIRMED,83.4463485,158.68061,6.536,5.03E+02,2.73,36.1,5952,1.225,13.703
FALSE POSITIVE,7.04710032,139.79737,2.926,4.01E+02,25.2,24,5766,1.068,14.928
CONFIRMED,12.99204853,136.32016,6.0175,2.71E+02,2.03,38.7,5765,1.242,13.974
FALSE POSITIVE,11.11620211,133.100575,4.211,4.84E+03,8.96,115.3,6122,0.996,15.38
FALSE POSITIVE,1.922861499,134.658644,3.5734,1.92E+03,5.09,103.4,5778,0.911,14.942
FALSE POSITIVE,0.635445336,134.184037,1.8592,2.55E+03,19,182.2,3920,0.55,15.432
FALSE POSITIVE,1.665784138,133.863028,1.8946,2.01E+03,97.27,148,6261,2.789,11.84
FALSE POSITIVE,55.6639167,156.35017,23.546,3.41E+03,34.14,103.4,5587,0.853,15.593
CONFIRMED,52.09081627,158.744665,8.6388,2.89E+03,7.14,243.5,6198,1.324,13.914
FALSE POSITIVE,7.1548608,266.04847,7.694,7.80E+02,7.41,24.2,7443,1.739,12.616
CONFIRMED,4.28746668,262.06245,1.5693,7.90E+02,2.29,19.4,5296,0.815,11.631
FALSE POSITIVE,2.002779769,261.95791,2.231,2.61E+02,1.42,22.2,5346,0.892,14.606
CONFIRMED,8.18739443,260.86931,3.0472,5.18E+02,1.92,38.4,5251,0.849,14.138
CONFIRMED,76.0498163,161.71445,7.158,4.46E+02,1.75,17.4,5251,0.849,14.138
CONFIRMED,3.341799486,141.35472,2.9254,1.78E+02,1.67,48.8,5873,1.235,13.492
FALSE POSITIVE,3.3226948,134.444,3.568,7.87E+01,15.33,8.6,5234,16.959,11.899
FALSE POSITIVE,36.97708808,133.62681,4.737,1.27E+03,38.6,59.2,5589,1.239,13.698
FALSE POSITIVE,1.851409163,133.17995,10.232,2.33E+02,20.42,54.4,7117,1.469,13.473
FALSE POSITIVE,1.303859704,134.21201,2.8239,3.67E+01,0.98,34.7,6802,1.521,11.558
FALSE POSITIVE,145.5624926,146.0588,5.4126,2.93E+03,40.15,58.1,6148,1.095,13.884
CONFIRMED,3.749105745,135.10837,1.9826,1.83E+02,1.68,38,5751,0.983,13.333
CONFIRMED,11.08956602,141.76142,6.2877,1.48E+02,3.51,38.9,6353,2.867,12.808
CANDIDATE,7.37290344,137.60991,2.172,2.05E+02,2.67,19.1,5973,1.07,13.835
FALSE POSITIVE,7.24476126,139.10497,2.3145,5.80E+01,0.65,27.2,5370,0.874,11.157
CANDIDATE,119.0624882,149.22223,3.1188,5.37E+03,10.4,71.6,5697,0.92,15.289
CONFIRMED,8.70798309,363.05638,2.4904,1.42E+03,2.01,28.1,4362,0.554,15.842
CANDIDATE,14.8623076,354.57297,3.161,8.40E+02,1.57,14.4,4362,0.554,15.842
CONFIRMED,4.17634276,352.99674,2.335,5.32E+02,1.23,14.9,4362,0.554,15.842
CONFIRMED,27.40229859,133.6284,6.8491,7.48E+02,3.63,79.3,6198,1.324,13.914
CONFIRMED,3.179267286,261.841607,1.0246,2.01E+02,1.21,41,5511,0.857,12.55
CONFIRMED,10.38122447,268.02421,2.715,8.02E+02,2.18,41.9,5095,0.78,13.562
CONFIRMED,24.5709023,135.87209,3.587,7.64E+02,2.82,26.3,5095,0.78,13.562
FALSE POSITIVE,81.221876,184.26164,4.1135,9.88E+03,16.59,63,5619,0.874,15.488
FALSE POSITIVE,0.817026268,132.835239,2.0799,1.15E+03,2.92,121.1,5619,0.874,15.488
CONFIRMED,3.024092505,132.4168573,2.8021,7.77E+03,12.14,1225.3,6063,1.358,13.958
FALSE POSITIVE,5.670155713,136.201739,0.9361,5.37E+02,5.85,37.3,3337,0.183,13.783
CONFIRMED,1.022678654,133.45422,1.3712,1.29E+02,1.14,21.6,5366,1.02,14.803
CONFIRMED,12.10968709,140.21258,6.3461,2.85E+02,2.98,33.4,6021,1.458,14.348
CONFIRMED,4.75796103,137.69636,4.66,1.25E+02,1.7,20.9,6021,1.458,14.348
CONFIRMED,20.4972755,147.43894,8.536,2.43E+02,2.96,22.8,6021,1.458,14.348
FALSE POSITIVE,13.55480534,139.81609,2.288,4.83E+01,0.62,16.5,5370,0.874,11.157
FALSE POSITIVE,29.74454668,172.386652,23.2842,6.69E+04,20.06,765,4889,0.788,11.753
FALSE POSITIVE,14.15402428,140.698466,4.47001,6.16E+04,53.25,930.3,5850,1.037,12.932
FALSE POSITIVE,0.844786082,134.216987,3.5289,2.47E+03,35.27,245.6,5705,0.915,15.363
FALSE POSITIVE,0.848483947,133.585301,1.4451,1.91E+03,32.11,185,5941,0.936,15.323
FALSE POSITIVE,11.99097576,143.28437,5.7401,2.12E+03,37.47,102.8,6110,1.072,14.977
CONFIRMED,53.5292702,147.86464,5.668,1.09E+03,2.28,34.5,4736,0.708,14.887
FALSE POSITIVE,0.393726813,133.310396,2.95,5.65E+02,24.17,64.8,6277,1.031,15.025
CONFIRMED,2.757584622,133.05017,0.9267,5.63E+02,1.01,19.6,3683,0.424,15.597
CONFIRMED,0.928310036,133.80358,1.1899,3.76E+02,1.16,22.6,4109,0.602,15.854
CONFIRMED,13.48457668,136.61808,5.0197,6.54E+02,3.39,80.8,6198,1.324,13.914
CONFIRMED,31.8841473,160.20696,6.122,9.10E+02,3.7,25.3,5779,0.974,15.368
CANDIDATE,16.15811112,143.00233,6.049,2.32E+03,86.13,52.8,5619,0.874,15.488
FALSE POSITIVE,67.69213907,138.534171,51.349,2.55E+04,175.98,1328.2,5355,10.703,10.7
CONFIRMED,12.06222962,138.22229,2.0584,3.00E+02,1.62,32.4,5547,0.933,13.581
CONFIRMED,9.93146307,136.49128,5.678,3.99E+02,2.41,26.2,5782,1.22,15.214
CONFIRMED,21.85362905,144.32031,3.439,3.56E+02,1.75,23,5830,0.876,14.246
CONFIRMED,8.19345065,138.99617,5.234,1.15E+02,1.74,15.7,6021,1.458,14.348
FALSE POSITIVE,19.97867,137.17061,10.168,9.44E+02,6.85,86.2,9651,1.895,13.849
CONFIRMED,41.8059544,142.81919,6.057,4.34E+02,2.02,28.3,5907,0.973,14.502
FALSE POSITIVE,15.45158184,142.21096,2.406,8.53E+01,2.02,21,7839,2.069,11.798
FALSE POSITIVE,89.69816853,176.3060152,5.5418,2.73E+05,102.08,3420.3,6214,1.583,13.624
FALSE POSITIVE,1.187352427,133.465454,4.999,2.07E+04,67.35,717.4,6424,1.489,13.623
FALSE POSITIVE,3.012476582,135.259271,3.1424,1.14E+03,65.25,253.4,8601,2.031,12.403
CONFIRMED,4.77800306,124.061465,2.7361,4.73E+02,1.85,115.4,5192,0.873,13.04
FALSE POSITIVE,7.814839231,357.519981,3.0122,2.01E+03,5.33,100,5887,0.931,15.452
FALSE POSITIVE,29.7452499,157.38519,22.695,7.79E+02,3.6,55.9,5334,1.004,15.259
CONFIRMED,5.32667299,357.12617,3.4045,6.11E+02,2.26,34.1,5831,0.921,15.808
FALSE POSITIVE,0.741057213,131.947273,1.05299,2.00E+03,26.67,251.9,5496,0.776,14.489
FALSE POSITIVE,2.988085455,133.27252,3.68,8.03E+02,21.81,48.2,5497,0.809,15.381
FALSE POSITIVE,2.783883492,133.227846,2.4546,9.04E+02,67.17,86.1,6028,2.147,14.216
FALSE POSITIVE,0.393727296,178.587454,3.02,9.04E+02,23.05,82.4,5628,0.808,15.856
CONFIRMED,8.17242644,361.20157,3.902,8.64E+02,3.29,37,5705,0.905,15.24
CANDIDATE,1295.362215,176.10646,28.297,8.71E+03,57.82,164,5609,1.048,14.215
CONFIRMED,13.0607936,137.63148,3.215,2.37E+02,1.45,19.4,5830,0.876,14.246
CANDIDATE,4.2989201,132.86187,2.747,2.38E+02,2.12,20,5300,0.986,14.613
FALSE POSITIVE,25.9518461,154.88212,14.581,1.06E+03,22.32,65.8,5372,0.796,14.576
FALSE POSITIVE,25.9518536,154.88278,14.755,2.02E+03,24.6,79.4,5198,0.742,15.342
FALSE POSITIVE,5.68628739,135.89269,17.573,5.56E+03,4.5,414.4,6052,0.956,14.378
FALSE POSITIVE,15.66388695,147.395712,2.4775,5.14E+03,27.36,175.9,5996,2.221,13.439
FALSE POSITIVE,4.020628573,133.638478,4.4085,2.09E+04,16.94,282.6,6210,1.033,15.472
CANDIDATE,5.714817603,355.00831,3.14126,1.23E+04,9.29,537.7,5695,0.842,15.623
FALSE POSITIVE,185.0228822,273.185533,4.87326,4.35E+04,49.82,938.2,6025,1.367,14.685
FALSE POSITIVE,2.897432135,450.75739,3.1793,1.22E+03,14.35,73.9,5970,2.994,15.036
CONFIRMED,8.70420525,357.55941,2.9385,1.07E+03,2.86,74,5074,0.863,15.07
CONFIRMED,8.1280933,358.68367,3.727,2.24E+02,1.39,10.7,5831,0.921,15.808
CANDIDATE,2.83668931,353.81531,3.031,1.66E+02,1.19,12.1,5831,0.921,15.808
CONFIRMED,0.974868896,133.076265,1.6191,1.98E+02,1.16,82.6,5487,0.832,13.507
CONFIRMED,4.89721006,133.39852,1.812,2.74E+02,1.48,16.9,5093,0.847,15.456
FALSE POSITIVE,2.757794163,135.232863,2.7644,3.90E+04,20.05,349.2,5747,0.891,15.235
FALSE POSITIVE,1.914158508,134.644919,3.2917,7.83E+03,13.63,124.6,6289,1.118,14.446
FALSE POSITIVE,3.98216698,135.52749,2.396,3.81E+02,3.32,27.1,5570,1.548,15.035
FALSE POSITIVE,0.643794198,133.984483,1.5662,4.57E+02,19.51,53.7,5958,0.83,15.103
CONFIRMED,16.08832318,139.49184,5.731,5.98E+02,3.42,31.3,6157,1.33,15.319
CONFIRMED,10.30067919,142.74251,4.885,2.72E+02,2.2,16.4,6157,1.33,15.319
CONFIRMED,35.6757453,145.00717,7.381,4.71E+02,3.02,18.5,6157,1.33,15.319
CANDIDATE,1.00861677,132.109479,0.91,,,,,,15.319
FALSE POSITIVE,161.7883271,214.039,5.31,8.78E+04,36.14,704.5,6018,1.212,15.661
CONFIRMED,16.56806842,146.15285,4.2647,1.33E+03,2.54,41.9,4987,0.716,15.391
CONFIRMED,47.3329299,151.41614,2.708,9.32E+02,2.18,14,4987,0.716,15.391
FALSE POSITIVE,0.856895349,133.67521,1.3078,8.22E+01,0.82,33.1,6021,0.873,13.098
CONFIRMED,40.8065333,155.71586,13.135,3.14E+02,3.71,54.8,6207,2.097,13.038
CONFIRMED,2.46697039,354.93093,1.6345,3.09E+02,1.56,29.5,5074,0.863,15.07
CANDIDATE,2.624234833,132.304988,1.3874,2.61E+03,5.11,361.1,5340,0.899,13.687
CONFIRMED,6.61836309,360.36694,3.6813,5.49E+02,2.98,31.5,5529,1.294,15.59
CONFIRMED,107.7214092,354.19522,8.042,1.40E+03,4.75,30.5,5529,1.294,15.59
CANDIDATE,92.77779,367.6112,6.64,3.59E+02,1.92,5.2,5888,1.019,15.59
FALSE POSITIVE,5.251916208,357.321883,4.9095,1.06E+04,37.15,146.3,5542,0.872,15.756
CONFIRMED,9.673958488,125.339418,3.2641,9.53E+02,2.63,178,5192,0.873,13.04
FALSE POSITIVE,100.3039228,277.0607,8.702,5.45E+03,29.55,63.2,5055,0.772,15.783
FALSE POSITIVE,200.6110335,456.84444,7.13,,,,,,15.783
FALSE POSITIVE,0.986620248,448.5959,3.9722,1.35E+03,43.98,117.7,6243,1.385,15.022
FALSE POSITIVE,1.63484631,134.512115,6.11,,,,,,12.647
CONFIRMED,14.12847677,142.8971,3.685,6.29E+02,2.73,23,5779,0.974,15.368
CONFIRMED,48.6478543,172.1271,5.464,6.42E+02,4.14,12.2,5779,0.974,15.368
CONFIRMED,8.39842977,136.31152,6.344,3.40E+02,2,28,6309,1.044,15.291
CONFIRMED,8.63847391,139.94684,5.4566,3.96E+02,5.99,38.6,5684,3.046,14.507
CANDIDATE,422.917678,448.49648,31.274,1.37E+03,5.89,61.7,5796,1.444,13.642
CONFIRMED,140.10765,216.21749,18.503,2.67E+02,3.42,29,6207,2.097,13.038
CONFIRMED,3.4815917,132.98828,1.8069,1.35E+02,1.17,23.4,5405,1.022,13.615
FALSE POSITIVE,8.360616221,172.264978,7.5385,2.81E+04,40.35,425.6,5463,2.445,16.209
FALSE POSITIVE,1.838514968,352.72266,2.7391,2.72E+03,4.86,63.7,5751,0.94,15.373
CONFIRMED,35.61760233,197.03573,8.4559,4.63E+03,5.17,155,5123,0.779,15.703
FALSE POSITIVE,1.09206833,133.19403,1.8596,2.19E+02,1.29,45.5,5639,0.859,14.495
CONFIRMED,10.12805158,139.1159,3.517,4.77E+02,1.95,38,5676,0.82,14.743
FALSE POSITIVE,1.613001111,178.52846,2.394,1.04E+02,1.25,19.3,5580,1.205,13.945
CONFIRMED,3.770551475,357.11836,3.8077,1.24E+04,12.05,100.8,6322,1.075,15.439
FALSE POSITIVE,1.343767797,133.275862,1.9405,4.70E+03,18.66,269.8,6324,2.312,13.056
FALSE POSITIVE,29.12436474,142.16154,3.4209,6.50E+03,15.25,63.4,4457,0.481,15.187
FALSE POSITIVE,31.82814583,366.704854,2.917,4.46E+03,35.8,78.7,5908,0.92,15.582
FALSE POSITIVE,3.629442796,134.70066,5.63,4.27E+02,3.28,76.4,6506,1.217,13.055
FALSE POSITIVE,0.553261874,133.446605,0.8875,1.04E+03,97.36,202.2,5679,3.142,13.501
CONFIRMED,5.72812616,135.18066,2.0295,6.43E+02,1.38,20.8,3968,0.548,15.95
CONFIRMED,3.75574267,133.4333,2.2911,4.17E+02,1.58,27.9,5311,0.788,15.764
FALSE POSITIVE,7.44042933,134.76331,2.991,5.47E+02,2.74,34,5815,0.877,15.24
CONFIRMED,6.581477136,174.787814,3.0896,2.32E+03,4.56,116.2,5188,0.973,15.471
CONFIRMED,24.66919273,132.864236,7.03515,7.38E+03,77.76,603,5313,9.327,13.224
CONFIRMED,2.382652873,170.66626,1.8888,7.05E+02,2.74,45.5,5188,0.973,15.471
CONFIRMED,24.66461416,189.02031,2.8579,2.40E+03,5.34,56.7,5188,0.973,15.471
CONFIRMED,11.51517167,174.85855,2.006,1.36E+03,2.9,53.2,5177,0.798,15.386
CONFIRMED,7.641567589,135.407564,3.41018,2.27E+03,4.91,437.5,5356,1.055,13.549
FALSE POSITIVE,30.6113932,374.6216,3.576,3.47E+03,19.68,37.5,3900,0.534,15.97
CONFIRMED,7.40742502,355.49652,3.675,4.42E+02,2.01,23.1,5922,0.961,15.242
FALSE POSITIVE,569.934135,248.94045,4.1904,1.89E+04,38.98,66.7,5367,2.057,14.645
FALSE POSITIVE,5.09246539,357.53594,3.659,2.54E+02,1.17,17.1,5037,0.751,15.162
FALSE POSITIVE,110.6157662,145.83537,5,,,,,,13.62
FALSE POSITIVE,1.103971357,354.58216,0.926,3.18E+02,1.37,21.7,5409,0.746,15.732
CONFIRMED,10.91610834,133.009227,3.6496,1.48E+03,3.93,302.2,5575,0.932,13.113
CONFIRMED,3.353732008,134.869597,1.4598,1.26E+03,1.65,47.8,3789,0.46,15.438
CONFIRMED,6.877446033,132.08426,1.3692,1.63E+03,2.05,39.6,3789,0.46,15.438
CONFIRMED,28.46464804,158.03986,2.6657,1.63E+03,1.87,28.9,3789,0.46,15.438
FALSE POSITIVE,0.293630085,133.584241,2.3857,2.02E+03,26.35,170,5665,0.843,15.822
CONFIRMED,42.89645024,146.0613,5.6897,5.55E+02,2,66.8,5192,0.873,13.04
FALSE POSITIVE,2.44199803,134.57095,2.759,2.52E+02,1.44,27.2,5970,0.796,15.282
CANDIDATE,30.5872153,162.8842,5.3698,4.65E+02,2.32,33.1,5944,1.082,14.143
CONFIRMED,7.09712124,136.34514,2.1059,3.70E+02,0.74,18.3,3569,0.389,15.649
FALSE POSITIVE,2.6827683,134.25535,2.957,7.98E+01,1.19,26.7,6180,1.223,13.475
CONFIRMED,3.601465336,171.99184,2.2753,7.78E+02,2.31,50.7,5052,0.855,15.733
FALSE POSITIVE,3.108251172,170.244566,2.5048,1.87E+03,4.43,156.5,5330,0.847,15.361
CONFIRMED,25.8474958,188.874,5.985,5.37E+02,2.4,27.3,6297,1.031,15.083
CONFIRMED,40.715561,146.36485,6.894,6.81E+02,2.7,28.9,6297,1.031,15.083
FALSE POSITIVE,20.42720701,176.71737,3.447,1.27E+03,4.42,36.7,6014,0.958,15.163
FALSE POSITIVE,6.198273591,183.3731434,7.53837,4.73E+04,19.81,2561.1,6038,0.898,15.67
FALSE POSITIVE,1.023471798,354.8182,2.3499,8.61E+02,3.78,63,5741,0.893,15.381
FALSE POSITIVE,0.51872711,133.676312,1.252,7.14E+02,19.07,93.3,5572,0.762,15.348
CONFIRMED,17.31711739,142.36094,3.1518,1.47E+03,2.04,35.9,4719,0.502,15.759
